Guess,Probability
86-12=74,0.09010889804208812
78-36=42,0.09010889804208724
67-19=48,0.09010889804208708
91-54=37,0.0900524741860819
76-31=45,0.09005247418608163
83-29=54,0.09005247418608124
81-36=45,0.0899960503300786
47-18=29,0.08999605033007702
75-63=12,0.0899960503300769
85-39=46,0.08999605033007682
86-52=34,0.08999605033007659
87-51=36,0.08999605033007559
71-46=25,0.08999605033007549
67-39=28,0.08999605033007525
79-53=26,0.08993962647407039
82-67=15,0.08988320261806376
82-37=45,0.08988320261806336
83-64=19,0.08988320261806282
50-36=14,0.08988320261806272
67-38=29,0.08988320261806233
75-13=62,0.08982677876205844
57-36=21,0.08982677876205825
78-13=65,0.08982677876205734
95-61=34,0.08982677876205689
86-49=37,0.08982677876205557
93-42=51,0.08977035490605172
73-28=45,0.08977035490605124
82-69=13,0.08977035490605048
92-38=54,0.08971393105004526
91-57=34,0.08971393105004435
50-12=38,0.08971393105004412
96-21=75,0.08971393105004412
60-13=47,0.08971393105004226
39-24=15,0.08971393105004101
65-48=17,0.08965750719403986
86-54=32,0.0896575071940388
60-48=12,0.0896575071940381
94-36=58,0.089657507194038
98-37=61,0.08965750719403748
86-29=57,0.08960108333803106
74-58=16,0.08954465948202715
69-17=52,0.08954465948202589
83-14=69,0.08954465948202493
71-45=26,0.08954465948202481
83-27=56,0.08948823562602023
79-28=51,0.08948823562601942
65-38=27,0.08948823562601929
79-41=38,0.08948823562601907
59-16=43,0.08943181177001563
78-63=15,0.08943181177001464
73-45=28,0.0894318117700143
83-69=14,0.08943181177001372
98-46=52,0.08937538791400809
87-63=24,0.08937538791400712
12+36=48,0.0893753879140071
70-21=49,0.08937538791400684
60-18=42,0.0893753879140065
60-43=17,0.08937538791400618
81-46=35,0.08931896405800155
83-19=64,0.08931896405800119
67-13=54,0.08931896405800074
60-31=29,0.089318964058
86-74=12,0.08931896405799994
94-71=23,0.08926254020199492
93-52=41,0.08926254020199408
98-61=37,0.08920611634598767
83-54=29,0.08920611634598764
76-45=31,0.08920611634598757
87-36=51,0.08920611634598696
86-27=59,0.0891496924899817
91-28=63,0.08914969248998132
69-57=12,0.08914969248998128
86-39=47,0.08914969248998028
82-65=17,0.08909326863397518
95-24=71,0.08909326863397499
83-59=24,0.0890932686339742
48+21=69,0.08909326863397182
69-52=17,0.08903684477796746
79-56=23,0.08898042092196255
50-14=36,0.0889804209219608
82-45=37,0.08892399706595724
82-19=63,0.08892399706595583
18+27=45,0.08892399706595519
83-26=57,0.08886757320995058
67-53=14,0.08886757320995047
91-63=28,0.08886757320994895
12+46=58,0.08886757320994813
47-15=32,0.08886757320994791
85-36=49,0.0888111493539441
91-67=24,0.08881114935394387
78-65=13,0.0888111493539438
85-49=36,0.0888111493539431
32+16=48,0.08881114935394259
94-38=56,0.08875472549793728
70-41=29,0.08875472549793671
89-37=52,0.08875472549793656
39-25=14,0.08875472549793369
85-64=21,0.0886983016419316
47+21=68,0.08869830164193153
91-64=27,0.08869830164193127
69-48=21,0.08869830164193085
60-47=13,0.08869830164193049
42+17=59,0.08869830164193047
86-37=49,0.08869830164193034
85-12=73,0.08864187778592626
73-48=25,0.0886418777859251
82-35=47,0.0886418777859251
82-15=67,0.08864187778592507
98-51=47,0.08864187778592467
87-64=23,0.0886418777859245
70-12=58,0.08864187778592328
84-69=15,0.0885854539299193
85-13=72,0.08858545392991893
86-72=14,0.08858545392991893
95-71=24,0.08858545392991812
67-54=13,0.08858545392991779
37+19=56,0.0885854539299167
97-46=51,0.08852903007391383
70-52=18,0.08852903007391177
97-51=46,0.08847260621790683
67-14=53,0.08847260621790563
98-47=51,0.0884726062179053
76-35=41,0.08847260621790524
59-38=21,0.08847260621790487
45+23=68,0.08841618236190095
84-19=65,0.08841618236189995
17+39=56,0.0884161823618985
86-47=39,0.08841618236189801
95-64=31,0.08835975850589296
36+21=57,0.08835975850589214
40-23=17,0.08835975850589213
16+32=48,0.08835975850589152
50-38=12,0.0883597585058914
18+29=47,0.08830333464988627
41+27=68,0.08830333464988596
97-32=65,0.08824691079388064
60-17=43,0.0882469107938783
78-15=63,0.08819048693787362
98-67=31,0.08819048693787325
59-28=31,0.08819048693787257
50-16=34,0.08819048693787239
92-14=78,0.08813406308186769
92-54=38,0.08813406308186739
79-14=65,0.08807763922586131
94-73=21,0.08802121536985638
39+17=56,0.08802121536985437
32+17=49,0.088021215369854
19+37=56,0.08802121536985355
98-23=75,0.08796479151384852
95-27=68,0.08790836765784235
87-56=31,0.08790836765784207
36+12=48,0.08790836765784098
89-32=57,0.08779551994582928
19+27=46,0.0877955199458289
98-52=46,0.08773909608982479
79-38=41,0.0877390960898247
97-35=62,0.08768267223381858
83-57=26,0.08768267223381754
42+16=58,0.0876262483778114
40-27=13,0.08762624837781072
96-25=71,0.08762624837781066
50-18=32,0.08756982452180509
17+29=46,0.08756982452180324
28+17=45,0.0875698245218032
84-65=19,0.0875134006657995
79-15=64,0.08751340066579766
16+38=54,0.08751340066579749
12+37=49,0.08751340066579687
38+21=59,0.0874569768097924
94-56=38,0.08745697680979224
79-58=21,0.08745697680979171
96-12=84,0.08745697680979107
94-16=78,0.08740055295378567
83-56=27,0.08740055295378565
93-28=65,0.08740055295378556
85-46=39,0.0874005529537854
91-68=23,0.08740055295378499
89-57=32,0.08740055295378485
52+17=69,0.08740055295378438
31+26=57,0.0873441290977808
85-73=12,0.08734412909778014
41+28=69,0.08734412909777661
18+39=57,0.08734412909777564
89-24=65,0.08728770524177444
85-72=13,0.08728770524177443
46+12=58,0.08728770524177354
93-25=68,0.08728770524177322
97-62=35,0.0872877052417732
98-56=42,0.08728770524177268
38+19=57,0.08728770524177186
18+36=54,0.08728770524177128
31+28=59,0.0872312813857678
92-18=74,0.08711843367375374
37+21=58,0.08711843367375288
29+17=46,0.0871184336737528
40-13=27,0.08711843367375277
94-18=76,0.08706200981774694
28+41=69,0.08706200981774598
36+18=54,0.08700558596174356
92-58=34,0.087005585961742
84-15=69,0.08700558596174118
89-13=76,0.08700558596174113
92-74=18,0.08700558596174074
21+37=58,0.08700558596174
97-56=41,0.0869491621057374
14+38=52,0.0869491621057358
89-52=37,0.08694916210573508
86-59=27,0.08694916210573468
96-14=82,0.08694916210573465
27+19=46,0.08694916210573399
16+42=58,0.08694916210573368
38+27=65,0.08689273824973097
56+23=79,0.08689273824972951
80-31=49,0.086892738249728
60-39=21,0.08689273824972796
12+47=59,0.0868927382497277
38+29=67,0.0868927382497277
39-14=25,0.08689273824972743
43+25=68,0.08683631439372297
26+31=57,0.08683631439372227
17+28=45,0.08683631439372072
35+29=64,0.08677989053771583
53+26=79,0.08672346668171069
21+47=68,0.08672346668171053
27+41=68,0.08672346668170813
47+12=59,0.08672346668170787
40-17=23,0.08672346668170737
98-57=41,0.0866670428257049
38+16=54,0.08666704282570488
60-29=31,0.08661061896969638
34+27=61,0.08661061896969614
70-49=21,0.08661061896969538
31+27=58,0.08661061896969295
96-71=25,0.08655419511369139
94-58=36,0.08655419511369022
79-64=15,0.08655419511369014
25+43=68,0.08649777125768489
70-29=41,0.08649777125768363
95-74=21,0.08649777125768354
70-18=52,0.08649777125768279
95-28=67,0.08644134740167937
97-65=32,0.08644134740167932
70-14=56,0.08644134740167818
32+46=78,0.0864413474016778
39+18=57,0.08644134740167711
70-58=12,0.08644134740167686
21+36=57,0.08638492354567237
93-65=28,0.08638492354567205
79-48=31,0.08638492354567173
46+13=59,0.08638492354567164
39-15=24,0.08638492354566929
35+12=47,0.08638492354566818
28+31=59,0.08632849968966644
18+34=52,0.08632849968966522
16+29=45,0.08632849968966479
18+49=67,0.08632849968966373
27+18=45,0.08632849968966326
34+18=52,0.08627207583365955
79-65=14,0.08627207583365815
93-68=25,0.08627207583365795
43+16=59,0.0862156519776535
12+35=47,0.08621565197765232
54+18=72,0.08621565197765227
80-24=56,0.08621565197765149
15+32=47,0.0862156519776514
86-57=29,0.08615922812164804
28+19=47,0.08615922812164659
95-67=28,0.08615922812164607
80-21=59,0.0860463804096338
92-78=14,0.08604638040963339
32+15=47,0.08604638040963322
16+43=59,0.08598995655362764
37+28=65,0.08593353269762118
80-41=39,0.08593353269762083
16+27=43,0.08593353269761826
89-25=64,0.08587710884161734
45+18=63,0.08587710884161692
89-16=73,0.08587710884161377
98-25=73,0.08582068498560984
28+37=65,0.08582068498560898
80-51=29,0.08582068498560848
19+38=57,0.08582068498560842
37+12=49,0.08582068498560824
19+28=47,0.08576426112960257
27+31=58,0.08576426112960206
43+19=62,0.0857078372735977
80-26=54,0.08570783727359545
21+38=59,0.08565141341759172
89-14=75,0.08565141341758961
42+36=78,0.08565141341758886
15+28=43,0.08559498956158655
90-23=67,0.08559498956158389
18+47=65,0.08559498956158317
80-54=26,0.08559498956158304
13+46=59,0.08559498956158146
98-73=25,0.08553856570557827
70-16=54,0.08553856570557748
15+24=39,0.085538565705575
28+39=67,0.08548214184957034
58+14=72,0.08548214184956954
48+19=67,0.08548214184956898
46+29=75,0.08542571799356458
15+48=63,0.08536929413755946
94-76=18,0.0853692941375584
70-54=16,0.08536929413755831
12+57=69,0.08531287028155358
49+13=62,0.08531287028155342
46+32=78,0.08531287028155302
18+25=43,0.08531287028155247
80-13=67,0.08531287028155242
25+39=64,0.08531287028155163
80-56=24,0.08531287028155156
38+14=52,0.08531287028155149
53+21=74,0.08531287028155143
19+26=45,0.08525644642554661
63+21=84,0.08525644642554586
89-64=25,0.08525644642554531
51+28=79,0.08525644642554527
48+17=65,0.085256446425544
63+24=87,0.08525644642554245
64+23=87,0.0852564464255419
21+48=69,0.08520002256953757
70-56=14,0.08514359871353354
51+23=74,0.08514359871353334
13+49=62,0.08514359871353272
95-68=27,0.0851435987135323
54+29=83,0.08514359871353215
54+32=86,0.08508717485752641
90-27=63,0.08508717485752629
23+45=68,0.08508717485752626
39+28=67,0.08508717485752613
48+15=63,0.08503075100152194
14+58=72,0.08503075100152081
18+54=72,0.0850307510015199
17+32=49,0.08503075100151955
96-84=12,0.0850307510015194
56+31=87,0.08497432714551399
89-73=16,0.0849743271455139
36+42=78,0.08497432714551377
54+19=73,0.0849179032895074
26+19=45,0.08486147943350099
168/7=24,0.08486147943350096
54+27=81,0.0848614794335005
37+24=61,0.08486147943350014
48+23=71,0.08486147943349948
14+25=39,0.08486147943349792
57+12=69,0.08480505557749553
89-74=15,0.08480505557749533
53+19=72,0.08480505557749476
72+14=86,0.08480505557749371
80-23=57,0.08474863172148953
23+56=79,0.08474863172148898
58+21=79,0.0847486317214886
52+34=86,0.0847486317214866
95-12=83,0.08469220786548294
26+53=79,0.08463578400947697
90-63=27,0.08463578400947616
25+18=43,0.08463578400947594
24+37=61,0.08463578400947584
96-75=21,0.0845793601534698
49+18=67,0.0845793601534697
90-32=58,0.08457936015346902
26+17=43,0.08457936015346808
36+51=87,0.08457936015346759
52+37=89,0.08446651244145734
80-63=17,0.08446651244145717
19+48=67,0.08446651244145714
94-78=16,0.08446651244145713
18+45=63,0.08446651244145591
45+28=73,0.08441008858545088
15+47=62,0.08441008858545028
17+42=59,0.08441008858545011
29+18=47,0.08441008858545009
80-17=63,0.0844100885854497
27+38=65,0.08435366472944457
96-82=14,0.08435366472944399
39+25=64,0.08435366472944397
31+56=87,0.08435366472944361
80-27=53,0.08429724087343826
54+13=67,0.08429724087343819
14+59=73,0.084297240873438
19+43=62,0.0842972408734359
26+49=75,0.084297240873435
97-13=84,0.08424081701743331
51+36=87,0.08424081701743281
95-13=82,0.0842408170174321
49+26=75,0.08418439316142753
65+13=78,0.0841843931614253
17+26=43,0.08418439316142486
90-36=54,0.08412796930542008
43+28=71,0.08412796930541948
93-15=78,0.0841279693054189
89-76=13,0.08412796930541859
59+13=72,0.08412796930541855
93-18=75,0.08412796930541824
65+24=89,0.08412796930541805
80-39=41,0.08407154544941446
45+17=62,0.08407154544941355
80-67=13,0.0840715454494125
80-53=27,0.08407154544941199
48+31=79,0.08407154544941081
89-65=24,0.08401512159340743
64+21=85,0.08401512159340634
90-34=56,0.08395869773740108
38+41=79,0.08395869773740042
28+43=71,0.08395869773739853
61+23=84,0.08390227388139414
56+27=83,0.08390227388139411
65+14=79,0.08390227388139401
47+18=65,0.08390227388139314
28+15=43,0.08384585002538832
32+54=86,0.08384585002538766
56+42=98,0.08384585002538582
25+14=39,0.08384585002538562
46+39=85,0.08378942616938262
80-57=23,0.08378942616938147
89-75=14,0.0837894261693812
47+39=86,0.08378942616938075
48+25=73,0.08373300231337716
56+18=74,0.08373300231337709
58+16=74,0.0837330023133753
29+38=67,0.08373300231337508
27+34=61,0.08373300231337458
35+41=76,0.08373300231337404
168/24=7,0.0836765784573712
89-15=74,0.08367657845736824
80-49=31,0.08362015460136453
98-75=23,0.08362015460136334
36+49=85,0.0836201546013628
90-52=38,0.08362015460136202
57+24=81,0.08362015460136119
23+51=74,0.08350730688934925
52+46=98,0.08350730688934817
13+59=72,0.08350730688934797
24+57=81,0.08350730688934752
21+53=74,0.08345088303334368
29+16=45,0.08345088303334254
90-67=23,0.08345088303334254
93-75=18,0.08345088303334251
17+48=65,0.08339445917733761
74+12=86,0.08339445917733683
97-12=85,0.08339445917733676
80-29=51,0.08339445917733626
28+51=79,0.08339445917733586
64+15=79,0.08333803532133144
54+38=92,0.08333803532133127
29+46=75,0.08328161146532644
93-78=15,0.08328161146532288
41+38=79,0.08322518760931821
27+16=43,0.08316876375331188
57+29=86,0.08316876375331157
62+13=75,0.08316876375331127
53+14=67,0.08316876375331073
32+57=89,0.08311233989730638
95-83=12,0.08311233989730556
368/92=4,0.08311233989730434
45+37=82,0.08305591604129943
80-59=21,0.0830559160412976
19+53=72,0.08305591604129658
18+56=74,0.08299949218529365
24+59=83,0.08299949218529154
37+49=86,0.08299949218529135
16+58=74,0.0829430683292877
64+25=89,0.08294306832928769
368/4=92,0.08294306832928733
68+23=91,0.08294306832928716
95-82=13,0.08294306832928645
12+74=86,0.08294306832928346
24+63=87,0.08288664447327938
15+63=78,0.08283022061727442
72+13=85,0.08277379676126942
49+37=86,0.08277379676126934
97-14=83,0.08277379676126831
75+23=98,0.08277379676126799
25+48=73,0.0827737967612669
47+15=62,0.0827737967612669
61+24=85,0.08277379676126674
90-38=52,0.08277379676126588
59+14=73,0.08277379676126553
24+15=39,0.08277379676126545
14+53=67,0.08277379676126505
59+27=86,0.08271737290526207
17+52=69,0.08271737290526138
65+17=82,0.08271737290525932
68+27=95,0.08266094904925511
19+54=73,0.08266094904925429
45+26=71,0.08260452519325069
90-54=36,0.08260452519324905
90-14=76,0.08260452519324836
34+52=86,0.08260452519324833
63+12=75,0.08260452519324792
23+48=71,0.08260452519324768
58+34=92,0.0826045251932468
14+72=86,0.0826045251932455
29+35=64,0.08254810133724214
75+21=96,0.08254810133724198
59+24=83,0.08254810133724089
45+31=76,0.08254810133724087
64+27=91,0.08254810133723978
21+58=79,0.08249167748123498
23+64=87,0.08249167748123416
12+63=75,0.08249167748123154
58+36=94,0.0824352536252299
28+45=73,0.08243525362522884
13+54=67,0.08243525362522776
14+69=83,0.08237882976922477
57+26=83,0.08237882976922445
46+25=71,0.08237882976922398
90-56=34,0.08237882976922373
31+48=79,0.0823788297692235
64+19=83,0.08237882976922348
57+32=89,0.08237882976922337
63+15=78,0.08237882976922291
45+36=81,0.08232240591321612
54+37=91,0.08232240591321575
23+61=84,0.08232240591321537
138/2=69,0.08226598205721329
648/9=72,0.08220955820120655
68+25=93,0.08220955820120254
21+63=84,0.08220955820120236
65+28=93,0.0822095582012022
35+47=82,0.08215313434519791
27+54=81,0.08215313434519679
15+64=79,0.08209671048919322
97-83=14,0.08209671048919238
24+61=85,0.08209671048919173
32+49=81,0.08204028663318509
65+32=97,0.0820402866331843
35+46=81,0.0819838627771802
17+45=62,0.08192743892117121
62+35=97,0.0819274389211712
56+38=94,0.08187101506516715
49+36=85,0.08181459120916192
186/2=93,0.08181459120916092
25+46=71,0.0818145912091608
46+52=98,0.08181459120916056
90-58=32,0.08181459120916001
13+65=78,0.08181459120915985
39+47=86,0.08181459120915932
42+56=98,0.08175816735315501
14+65=79,0.08175816735315396
42+39=81,0.08175816735315374
134/2=67,0.08170174349715006
32+65=97,0.08170174349714918
146/2=73,0.08170174349714844
51+47=98,0.08170174349714804
74+21=95,0.08170174349714768
63+19=82,0.0817017434971476
97-82=15,0.08170174349714705
56+41=97,0.08164531964113926
97-15=82,0.0815888957851352
90-16=74,0.08158889578513447
15+67=82,0.08158889578513369
174/6=29,0.08153247192913039
73+21=94,0.08153247192912656
156/4=39,0.08153247192912588
67+24=91,0.08147604807312181
46+35=81,0.08147604807312163
8*64=512,0.0814196242171195
57+41=98,0.08141962421711697
258/6=43,0.08141962421711577
36+45=81,0.0813632003611123
152/4=38,0.081363200361112
57+34=91,0.08136320036111135
31+45=76,0.08136320036110896
69+13=82,0.08136320036110826
34+57=91,0.0813632003611078
156/2=78,0.08130677650510364
37+52=89,0.0813067765051031
71+23=94,0.08130677650510205
29+54=83,0.08130677650510053
378/9=42,0.08125035264909909
67+31=98,0.08125035264909762
13+62=75,0.08125035264909579
41+35=76,0.08125035264909551
61+37=98,0.08119392879309281
34+58=92,0.08119392879309022
52+41=93,0.08113750493708323
25+64=89,0.08113750493708306
39+46=85,0.08108108108108106
67+28=95,0.08108108108108047
62-44=18,0.08108108108107906
26+45=71,0.08108108108107864
97-84=13,0.08108108108107813
21+64=85,0.08108108108107696
90-74=16,0.08108108108107684
38+56=94,0.08091180951305763
15+69=84,0.08085538565705384
64+31=95,0.08085538565705357
19+64=83,0.08085538565705239
51+46=97,0.08085538565705049
8*52=416,0.08079896180104801
37+54=91,0.08079896180104609
63+28=91,0.08079896180104587
47+35=82,0.08079896180104557
162/3=54,0.08074253794504156
73+12=85,0.08074253794504067
65+19=84,0.08074253794503959
196/7=28,0.08074253794503919
41+57=98,0.0807425379450385
35+62=97,0.08068611408903469
13+69=82,0.0806861140890339
26+57=83,0.08068611408903183
27+56=83,0.08062969023302714
82+14=96,0.08062969023302619
73+16=89,0.08057326637702283
46+51=97,0.08057326637702247
416/8=52,0.0805732663770219
24+65=89,0.08057326637702093
19+63=82,0.08057326637702064
158/2=79,0.08051684252101822
186/93=2,0.08051684252101508
36+58=94,0.08051684252101404
84+12=96,0.08051684252101365
42+51=93,0.08051684252101306
2*16/4=8,0.08051684252101302
37+45=82,0.08051684252101238
73+25=98,0.08046041866500986
38+54=92,0.08046041866500896
97-85=12,0.08046041866500835
69+14=83,0.08046041866500722
76+13=89,0.08040399480900375
364/7=52,0.08040399480900258
62-48=14,0.08040399480900225
90-76=14,0.08040399480900193
37+61=98,0.080403994809
146/73=2,0.08034757095299697
468/9=52,0.08029114709699169
39+42=81,0.08029114709699083
31+67=98,0.0802911470969903
27+59=86,0.08029114709698909
78+14=92,0.08023472324098392
71+24=95,0.08023472324098252
204/3=68,0.0802347232409824
12+73=85,0.0802347232409822
512/8=64,0.08017829938497772
47+51=98,0.08017829938497699
28+63=91,0.08017829938497659
51-32=19,0.0801218755289714
4*78=312,0.08012187552897106
108/2=54,0.08012187552896911
75+14=89,0.08006545167296535
192/3=64,0.08006545167296465
258/43=6,0.08006545167296411
71+25=96,0.08006545167296249
174/3=58,0.08000902781695846
28+67=95,0.0800090278169562
28+65=93,0.08000902781695565
312/4=78,0.07995260396095329
90-12=78,0.0799526039609512
24+67=91,0.0799526039609498
67+15=82,0.07995260396094943
49+32=81,0.07989618010494583
44-28=16,0.07983975624893891
41+56=97,0.07983975624893708
29+57=86,0.07978333239293482
44-26=18,0.07978333239293257
17+65=82,0.07972690853692661
378/42=9,0.07967048468092026
34+61=95,0.07967048468091939
25+68=93,0.07967048468091897
4*12/6=8,0.07967048468091778
52-33=19,0.07961406082491407
648/72=9,0.07950121311290463
51+42=93,0.07950121311290154
61-13=48,0.07944478925689542
24+71=95,0.07944478925689215
78+16=94,0.0793883654008887
174/29=6,0.07938836540088814
52-39=13,0.07938836540088802
316/4=79,0.07927551768887794
32+18=50,0.07927551768887615
356/4=89,0.07927551768887602
62-14=48,0.07927551768887561
44-16=28,0.0792755176888751
61+34=95,0.0792190938328726
4*8-9=23,0.07921909383287229
42+18=60,0.07921909383287166
90-72=18,0.07921909383286953
9*8/3=24,0.07921909383286865
7*8-2=54,0.07910624612085854
14+36=50,0.0791062461208585
236/4=59,0.0791062461208575
5*8-4=36,0.07904982226485281
12+48=60,0.07904982226485083
41+52=93,0.07904982226484998
62-24=38,0.07904982226484966
156/39=4,0.078993398408846
74+15=89,0.07899339840884573
512/64=8,0.0789933984088445
13+72=85,0.07899339840884292
72-41=31,0.0789369745528393
48+12=60,0.07893697455283906
47-11=36,0.07893697455283895
61-12=49,0.07893697455283892
53-41=12,0.07893697455283864
47-31=16,0.07893697455283812
296/8=37,0.07893697455283756
416/52=8,0.07893697455283576
56-22=34,0.07888055069683195
25+73=98,0.0788805506968315
23+71=94,0.07888055069683067
62-28=34,0.07882412684082521
27+64=91,0.07882412684082377
108/4=27,0.07876770298481829
74-11=63,0.0787677029848182
7*8-4=52,0.07871127912881526
4*8-3=29,0.07871127912881426
12+38=50,0.07871127912881273
53-34=19,0.07871127912881126
4*92=368,0.07865485527280829
34-26=08,0.07865485527280822
8*9/3=24,0.07865485527280797
7*4-3=25,0.07865485527280795
76+18=94,0.07865485527280709
90-18=72,0.07865485527280679
134/67=2,0.0786548552728067
7*6-4=38,0.07865485527280595
36-29=07,0.0786548552728057
25+71=96,0.07859843141679913
21+73=94,0.07859843141679851
364/52=7,0.07859843141679654
3*24/9=8,0.07859843141679508
24-016=8,0.07854200756079605
53-42=11,0.07854200756079498
392/7=56,0.07854200756079492
34-28=06,0.07854200756079474
72-31=41,0.07854200756079452
