Depth,Count,Ticks,Result,Guess,Average,IsAnswer,Pass,Equations
2,3,144,Best,60/6-1=9,2,True,Answers,
2,3,137,Best,60/6-9=1,2,True,Answers,
2,3,111,Optimal,11+7-9=9,1.6666666666666666666666666667,True,Answers,
4,4,111,Optimal,7+9-10=6,1.75,True,Answers,
3,5,504,Optimal,6-9+10=7,1.8,True,Answers,
2,6,913,Optimal,6-7+10=9,1.8333333333333333333333333333,True,Answers,
2,3,145,Best,60/6-1=9,2,True,Answers,
2,3,131,Best,60/6-9=1,2,True,Answers,
4,4,116,Optimal,7+9-10=6,1.75,True,Answers,
3,5,513,Optimal,6-9+10=7,1.8,True,Answers,
4,4,120,Optimal,7+9-10=6,1.75,True,Answers,
3,6,586,Optimal,7+9-10=6,1.6666666666666666666666666667,True,Answers,
2,8,1957,Optimal,7+9-10=6,1.75,True,Answers,
2,3,138,Best,60/6-1=9,2,True,Answers,
2,3,129,Best,60/6-9=1,2,True,Answers,
3,4,111,Optimal,7+9-10=6,1.75,True,Answers,
2,5,516,Optimal,6-9+10=7,1.8,True,Answers,
2,3,109,Optimal,9+1-10=0,1.6666666666666666666666666667,False,Answers,
3,4,116,Optimal,7+9-10=6,1.75,True,Answers,
2,7,604,Optimal,7-10+9=6,1.7142857142857142857142857143,True,Answers,
3,4,112,Optimal,7+9-10=6,1.75,True,Answers,
2,5,518,Optimal,6-7+10=9,1.8,True,Answers,
3,4,119,Optimal,7+9-10=6,1.75,True,Answers,
2,7,607,Optimal,7+9-10=6,1.7142857142857142857142857143,True,Answers,
2,4,128,Optimal,1*10-1=9,1.75,False,Answers,
2,4,129,Optimal,1*16-7=9,1.75,False,Answers,
2,4,124,Optimal,70/7-1=9,1.75,True,Answers,
2,4,109,Optimal,1-9+17=9,1.5,True,Answers,
2,3,107,Optimal,1*10-1=9,1.3333333333333333333333333333,True,Answers,
2,3,101,Optimal,1*10-9=1,1.3333333333333333333333333333,True,Answers,
2,4,121,Optimal,1*16-7=9,1.75,False,Answers,
3,3,130,Optimal,6-9+10=7,1.6666666666666666666666666667,True,Answers,
2,6,548,Optimal,6-7+10=9,1.8333333333333333333333333333,True,Answers,
2,3,105,Optimal,11-9+7=9,1.6666666666666666666666666667,False,Answers,
2,4,117,Optimal,7+9-10=6,1.75,True,Answers,
2,3,109,Optimal,1*10-1=9,1.3333333333333333333333333333,True,Answers,
2,3,96,Optimal,1*10-9=1,1.3333333333333333333333333333,True,Answers,
2,3,94,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,93,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
3,4,116,Optimal,7+9-10=6,1.75,True,Answers,
2,6,524,Optimal,6-9+10=7,1.8333333333333333333333333333,True,Answers,
2,4,115,Optimal,7-10+9=6,1.75,True,Answers,
2,3,131,Optimal,91/7-6=7,1.6666666666666666666666666667,True,Answers,
2,6,132,Optimal,1*10-1=9,1.6666666666666666666666666667,True,Answers,
2,6,200,Optimal,1*16-7=9,1.6666666666666666666666666667,True,Answers,
2,6,6372,Optimal,56-37=19,2,False,Fast,
2,3,153,Optimal,10+6-7=9,1.6666666666666666666666666667,True,Answers,
2,4,131,Optimal,106-97=9,1.75,True,Answers,
2,4,126,Optimal,1*16-7=9,1.75,False,Answers,
2,3,113,Optimal,11+7-9=9,1.6666666666666666666666666667,True,Answers,
3,4,117,Optimal,7+9-10=6,1.75,True,Answers,
2,5,510,Optimal,6-9+10=7,1.8,True,Answers,
2,3,143,Best,60/6-1=9,2,True,Answers,
2,3,126,Best,60/6-9=1,2,True,Answers,
3,5,117,Optimal,7+9-10=6,1.6,True,Answers,
3,4,115,Optimal,7-10+9=6,1.75,True,Answers,
2,9,986,Optimal,7-10+9=6,1.7777777777777777777777777778,True,Answers,
2,3,129,Best,60/6-1=9,2,True,Answers,
2,3,126,Best,60/6-9=1,2,True,Answers,
2,3,106,Optimal,11+7-9=9,1.6666666666666666666666666667,True,Answers,
4,4,111,Optimal,7+9-10=6,1.75,True,Answers,
3,5,489,Optimal,6-9+10=7,1.8,True,Answers,
2,6,881,Optimal,6-7+10=9,1.8333333333333333333333333333,True,Answers,
2,3,138,Best,60/6-1=9,2,True,Answers,
2,3,131,Best,60/6-9=1,2,True,Answers,
4,4,117,Optimal,7+9-10=6,1.75,True,Answers,
3,5,492,Optimal,6-9+10=7,1.8,True,Answers,
4,4,105,Optimal,7+9-10=6,1.75,True,Answers,
3,6,558,Optimal,7+9-10=6,1.6666666666666666666666666667,True,Answers,
2,8,1867,Optimal,7+9-10=6,1.75,True,Answers,
2,3,138,Best,60/6-1=9,2,True,Answers,
2,3,133,Best,60/6-9=1,2,True,Answers,
2,3,106,Optimal,1*16-7=9,1.6666666666666666666666666667,True,Answers,
3,5,119,Optimal,7+9-10=6,1.6,True,Answers,
3,4,115,Optimal,7-10+9=6,1.75,True,Answers,
2,9,1109,Optimal,7-10+9=6,1.7777777777777777777777777778,True,Answers,
2,3,143,Best,60/6-1=9,2,True,Answers,
2,3,132,Best,60/6-9=1,2,True,Answers,
2,3,111,Optimal,1*16-9=7,1.6666666666666666666666666667,True,Answers,
4,4,108,Optimal,7+9-10=6,1.75,True,Answers,
3,5,488,Optimal,6-9+10=7,1.8,True,Answers,
4,4,109,Optimal,7+9-10=6,1.75,True,Answers,
3,6,37160,Optimal,7+9-10=6,1.6666666666666666666666666667,True,Answers,
2,8,38927,Optimal,7+9-10=6,1.75,True,Answers,
2,3,188,Best,60/6-1=9,2,True,Answers,
2,3,141,Best,60/6-9=1,2,True,Answers,
3,4,122,Optimal,7+9-10=6,1.75,True,Answers,
2,6,587,Optimal,7-10+9=6,1.6666666666666666666666666667,True,Answers,
2,3,105,Optimal,9-11+9=7,1.3333333333333333333333333333,True,Answers,
2,5,123,Optimal,1*10-1=9,1.6,True,Answers,
2,5,114,Optimal,1*10-9=1,1.6,True,Answers,
2,3,92,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,5,114,Optimal,1*16-9=7,1.6,True,Answers,
2,4,113,Optimal,1+17-9=9,1.75,True,Answers,
2,4,123,Optimal,7-10+9=6,1.75,True,Answers,
3,4,109,Optimal,7+9-10=6,1.75,True,Answers,
2,6,562,Optimal,7+9-10=6,1.6666666666666666666666666667,True,Answers,
2,10,170,Optimal,1*10-1=9,1.8,True,Answers,
2,4,107,Optimal,1*16-7=9,1.5,True,Answers,
2,4,106,Optimal,1*16-9=7,1.5,True,Answers,
2,4,117,Optimal,1+17-9=9,1.75,True,Answers,
2,4,117,Optimal,7-10+9=6,1.75,True,Answers,
2,4,133,Optimal,17+1-9=9,1.5,True,Answers,
2,3,96,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,95,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
2,6,130,Optimal,10+6-9=7,1.8333333333333333333333333333,False,Answers,
2,4,111,Optimal,7+9-10=6,1.75,True,Answers,
2,3,101,Optimal,1-6+11=6,1.3333333333333333333333333333,True,Answers,
2,3,92,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,91,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
2,3,98,Optimal,1+17-9=9,1.6666666666666666666666666667,True,Answers,
2,5,114,Optimal,10+6-7=9,1.8,False,Answers,
2,3,128,Optimal,6+10-9=7,1.6666666666666666666666666667,True,Answers,
2,4,114,Optimal,7+9-10=6,1.75,True,Answers,
2,3,97,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,94,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
2,3,99,Optimal,1+17-9=9,1.6666666666666666666666666667,True,Answers,
2,4,110,Optimal,10+6-9=7,1.75,False,Answers,
2,4,109,Optimal,7+9-10=6,1.75,True,Answers,
2,3,96,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,99,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
2,3,113,Optimal,1+17-9=9,1.6666666666666666666666666667,True,Answers,
2,4,110,Optimal,10+6-7=9,1.75,False,Answers,
2,4,109,Optimal,7+9-10=6,1.75,True,Answers,
2,3,97,Optimal,1*10-1=9,1.3333333333333333333333333333,True,Answers,
2,3,93,Optimal,1*10-9=1,1.3333333333333333333333333333,True,Answers,
2,6,125,Optimal,1*16-7=9,1.6666666666666666666666666667,True,Answers,
2,3,98,Optimal,1+17-9=9,1.6666666666666666666666666667,True,Answers,
2,3,104,Optimal,9+1-10=0,1.6666666666666666666666666667,False,Answers,
2,4,122,Optimal,1*10-1=9,1.75,False,Answers,
2,4,115,Optimal,1*16-7=9,1.75,False,Answers,
2,4,115,Optimal,10+6-7=9,1.75,False,Answers,
2,4,110,Optimal,7-10+9=6,1.5,True,Answers,
2,6,315,Optimal,9-17+9=1,1.6666666666666666666666666667,True,Answers,
2,4,121,Optimal,70/7-1=9,1.75,True,Answers,
2,3,96,Optimal,1*10-1=9,1.3333333333333333333333333333,True,Answers,
2,3,100,Optimal,1*10-9=1,1.3333333333333333333333333333,True,Answers,
2,3,94,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,94,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
3,5,114,Optimal,7+9-10=6,1.6,True,Answers,
2,7,576,Optimal,7+9-10=6,1.7142857142857142857142857143,True,Answers,
2,3,105,Optimal,1*10-1=9,1.3333333333333333333333333333,True,Answers,
2,3,94,Optimal,1*10-9=1,1.3333333333333333333333333333,True,Answers,
2,3,99,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,100,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
3,4,108,Optimal,7+9-10=6,1.75,True,Answers,
2,5,484,Optimal,6-9+10=7,1.8,True,Answers,
2,3,104,Optimal,9+1-10=0,1.6666666666666666666666666667,False,Answers,
3,4,103,Optimal,7+9-10=6,1.75,True,Answers,
2,7,572,Optimal,7-10+9=6,1.7142857142857142857142857143,True,Answers,
3,4,106,Optimal,7+9-10=6,1.75,True,Answers,
2,5,490,Optimal,6-7+10=9,1.8,True,Answers,
3,4,111,Optimal,7+9-10=6,1.75,True,Answers,
2,7,575,Optimal,7+9-10=6,1.7142857142857142857142857143,True,Answers,
2,3,106,Optimal,9+1-10=0,1.6666666666666666666666666667,False,Answers,
3,4,103,Optimal,7+9-10=6,1.75,True,Answers,
2,7,571,Optimal,7-10+9=6,1.7142857142857142857142857143,True,Answers,
3,4,105,Optimal,7+9-10=6,1.75,True,Answers,
2,7,738,Optimal,7+9-10=6,1.7142857142857142857142857143,True,Answers,
2,3,202,Optimal,1*10-1=9,1.3333333333333333333333333333,True,Answers,
2,3,1370,Optimal,1*10-9=1,1.3333333333333333333333333333,True,Answers,
2,3,121,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,111,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
3,5,118,Optimal,7+9-10=6,1.6,True,Answers,
2,7,603,Optimal,7+9-10=6,1.7142857142857142857142857143,True,Answers,
2,3,126,Optimal,1+9-10=0,1.6666666666666666666666666667,True,Answers,
2,4,148,Optimal,6-7+10=9,1.75,False,Answers,
2,3,102,Optimal,106-97=9,1.6666666666666666666666666667,True,Answers,
2,4,126,Optimal,1*16-7=9,1.75,False,Answers,
2,4,126,Optimal,7-10+9=6,1.75,True,Answers,
2,4,186,Optimal,11+7-9=9,1.75,True,Answers,
2,3,98,Optimal,1*10-1=9,1.3333333333333333333333333333,True,Answers,
2,3,93,Optimal,1*10-9=1,1.3333333333333333333333333333,True,Answers,
2,6,132,Optimal,1*16-7=9,1.6666666666666666666666666667,True,Answers,
2,6,134,Optimal,10+6-7=9,1.8333333333333333333333333333,True,Answers,
2,4,110,Optimal,7+9-10=6,1.75,True,Answers,
3,4,117,Optimal,7+9-10=6,1.75,True,Answers,
2,6,593,Optimal,7-10+9=6,1.6666666666666666666666666667,True,Answers,
2,3,103,Optimal,9-11+9=7,1.3333333333333333333333333333,True,Answers,
2,5,123,Optimal,1*10-1=9,1.6,True,Answers,
2,5,115,Optimal,1*10-9=1,1.6,True,Answers,
2,3,96,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,5,120,Optimal,1*16-9=7,1.6,True,Answers,
2,4,115,Optimal,1+17-9=9,1.75,True,Answers,
2,4,117,Optimal,7-10+9=6,1.75,True,Answers,
3,4,106,Optimal,7+9-10=6,1.75,True,Answers,
2,6,593,Optimal,7+9-10=6,1.6666666666666666666666666667,True,Answers,
2,10,173,Optimal,1*10-1=9,1.8,True,Answers,
2,4,109,Optimal,1*16-7=9,1.5,True,Answers,
2,4,107,Optimal,1*16-9=7,1.5,True,Answers,
2,4,130,Optimal,1+17-9=9,1.75,True,Answers,
2,4,115,Optimal,7-10+9=6,1.75,True,Answers,
2,3,115,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,103,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
2,3,105,Optimal,1*10-1=9,1.6666666666666666666666666667,False,Answers,
2,3,101,Optimal,1*10-9=1,1.6666666666666666666666666667,False,Answers,
2,4,156,Optimal,6-9+10=7,1.75,True,Answers,
2,4,114,Optimal,7-10+9=6,1.75,True,Answers,
2,3,118,Optimal,1*10-1=9,1.6666666666666666666666666667,False,Answers,
2,3,112,Optimal,1*10-9=1,1.6666666666666666666666666667,False,Answers,
2,3,118,Optimal,1*16-9=7,1.6666666666666666666666666667,False,Answers,
2,4,217,Optimal,7+9-10=6,1.75,True,Answers,
2,4,144,Optimal,17+1-9=9,1.5,True,Answers,
2,3,100,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,100,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
2,6,131,Optimal,1*10-1=9,1.8333333333333333333333333333,False,Answers,
2,4,148,Optimal,6-7+10=9,1.75,True,Answers,
2,4,116,Optimal,7-10+9=6,1.75,True,Answers,
2,3,101,Optimal,11+7-9=9,1.6666666666666666666666666667,False,Answers,
2,3,123,Optimal,1*10-1=9,1.6666666666666666666666666667,False,Answers,
2,3,99,Optimal,1*10-9=1,1.6666666666666666666666666667,False,Answers,
2,3,97,Optimal,1*16-7=9,1.6666666666666666666666666667,False,Answers,
2,4,113,Optimal,7+9-10=6,1.75,True,Answers,
2,3,123,Optimal,1+9-10=0,1.6666666666666666666666666667,True,Answers,
2,4,160,Optimal,6-7+10=9,1.75,False,Answers,
2,3,108,Optimal,106-97=9,1.6666666666666666666666666667,True,Answers,
2,4,120,Optimal,1*16-7=9,1.75,False,Answers,
2,4,121,Optimal,7-10+9=6,1.75,True,Answers,
2,4,180,Optimal,11+7-9=9,1.75,True,Answers,
2,3,175,Optimal,1*10-1=9,1.3333333333333333333333333333,True,Answers,
2,3,180,Optimal,1*10-9=1,1.3333333333333333333333333333,True,Answers,
2,6,219,Optimal,1*16-7=9,1.6666666666666666666666666667,True,Answers,
2,6,153,Optimal,10+6-7=9,1.8333333333333333333333333333,True,Answers,
2,4,123,Optimal,7+9-10=6,1.75,True,Answers,
2,3,110,Optimal,9+1-10=0,1.3333333333333333333333333333,True,Answers,
2,4,193,Optimal,1+17-9=9,1.75,True,Answers,
2,3,236,Best,10/1-1=9,2,True,Answers,
2,3,141,Best,10/1-9=1,2,True,Answers,
2,3,108,Optimal,16/1-9=7,1.6666666666666666666666666667,True,Answers,
2,6,145,Optimal,7-10+9=6,1.6666666666666666666666666667,True,Answers,
2,3,153,Optimal,9-17+9=1,1.3333333333333333333333333333,True,Answers,
2,3,212,Optimal,1-9+17=9,1.6666666666666666666666666667,True,Answers,
2,4,219,Optimal,1+17-9=9,1.75,True,Answers,
2,3,124,Optimal,1+9-10=0,1.3333333333333333333333333333,True,Answers,
2,3,152,Best,10/1-1=9,2,True,Answers,
2,3,139,Best,10/1-9=1,2,True,Answers,
2,3,104,Optimal,16/1-7=9,1.6666666666666666666666666667,True,Answers,
2,5,125,Optimal,7+9-10=6,1.6,True,Answers,
2,4,127,Optimal,1*10-1=9,1.75,False,Answers,
2,4,120,Optimal,1*10-9=1,1.75,False,Answers,
2,3,103,Optimal,1*16-7=9,1.6666666666666666666666666667,False,Answers,
2,6,129,Optimal,1*10-1=9,1.6666666666666666666666666667,True,Answers,
2,6,122,Optimal,1*16-7=9,1.6666666666666666666666666667,True,Answers,
2,3,106,Optimal,10+6-7=9,1.6666666666666666666666666667,True,Answers,
2,4,120,Optimal,1*10-1=9,1.75,False,Answers,
2,4,113,Optimal,1*10-9=1,1.75,False,Answers,
2,4,119,Optimal,1*16-7=9,1.75,False,Answers,
2,6,133,Optimal,1*10-1=9,1.6666666666666666666666666667,True,Answers,
2,6,134,Optimal,1*16-7=9,1.6666666666666666666666666667,True,Answers,
2,3,107,Optimal,10+6-7=9,1.6666666666666666666666666667,True,Answers,
2,3,243,Optimal,1*10-1=9,1.3333333333333333333333333333,True,Answers,
2,3,103,Optimal,1*10-9=1,1.3333333333333333333333333333,True,Answers,
2,3,95,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,108,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
3,5,190,Optimal,7+9-10=6,1.6,True,Answers,
2,7,39753,Optimal,7+9-10=6,1.7142857142857142857142857143,True,Answers,
2,3,124,Optimal,1*10-1=9,1.3333333333333333333333333333,True,Answers,
2,3,107,Optimal,1*10-9=1,1.3333333333333333333333333333,True,Answers,
2,3,105,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,95,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
2,3,103,Optimal,1*10-1=9,1.3333333333333333333333333333,True,Answers,
2,3,96,Optimal,1*10-9=1,1.3333333333333333333333333333,True,Answers,
2,3,93,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,93,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
3,4,114,Optimal,7+9-10=6,1.75,True,Answers,
2,6,521,Optimal,6-9+10=7,1.8333333333333333333333333333,True,Answers,
2,8,147,Optimal,1*10-1=9,1.75,True,Answers,
2,7,135,Optimal,1*16-7=9,1.7142857142857142857142857143,True,Answers,
2,3,103,Optimal,10+6-7=9,1.6666666666666666666666666667,True,Answers,
2,4,114,Optimal,11+7-9=9,1.75,True,Answers,
2,6,136,Optimal,1*10-1=9,1.8333333333333333333333333333,False,Answers,
2,8,151,Optimal,1*10-1=9,1.75,True,Answers,
2,7,130,Optimal,1*16-7=9,1.7142857142857142857142857143,True,Answers,
2,3,100,Optimal,10+6-7=9,1.6666666666666666666666666667,True,Answers,
2,4,114,Optimal,11+7-9=9,1.75,True,Answers,
2,6,134,Optimal,1*10-1=9,1.8333333333333333333333333333,False,Answers,
2,3,103,Optimal,9+1-10=0,1.3333333333333333333333333333,True,Answers,
2,3,97,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,152,Best,10/1-1=9,2,True,Answers,
2,3,137,Best,10/1-9=1,2,True,Answers,
3,3,101,Optimal,7+9-10=6,1.6666666666666666666666666667,False,Answers,
2,5,531,Optimal,7+9-10=6,1.8,False,Answers,
2,4,115,Optimal,7-10+9=6,1.75,True,Answers,
2,3,109,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
2,3,108,Optimal,1+9-10=0,1.3333333333333333333333333333,True,Answers,
2,3,135,Best,10/1-1=9,2,True,Answers,
2,3,133,Best,10/1-9=1,2,True,Answers,
3,3,120,Optimal,6-9+10=7,1.6666666666666666666666666667,True,Answers,
3,4,144,Optimal,6-7+10=9,1.75,True,Answers,
2,6,1044,Optimal,7+9-10=6,1.8333333333333333333333333333,False,Answers,
2,6,131,Optimal,1*10-1=9,1.6666666666666666666666666667,True,Answers,
2,6,125,Optimal,1*16-7=9,1.6666666666666666666666666667,True,Answers,
2,6,566,Optimal,56-37=19,2,False,Fast,
2,3,112,Optimal,10+6-7=9,1.6666666666666666666666666667,True,Answers,
2,4,211,Optimal,106-97=9,1.75,True,Answers,
2,4,123,Optimal,1*16-7=9,1.75,False,Answers,
2,8,141,Optimal,1*10-1=9,1.75,True,Answers,
2,7,132,Optimal,1*16-7=9,1.7142857142857142857142857143,True,Answers,
2,3,102,Optimal,10+6-7=9,1.6666666666666666666666666667,True,Answers,
2,4,113,Optimal,11+7-9=9,1.75,True,Answers,
2,6,134,Optimal,1*10-1=9,1.8333333333333333333333333333,False,Answers,
2,3,135,Optimal,6-7+10=9,1.6666666666666666666666666667,False,Answers,
2,3,102,Optimal,1*10-1=9,1.3333333333333333333333333333,True,Answers,
2,3,97,Optimal,1*10-9=1,1.3333333333333333333333333333,True,Answers,
2,3,93,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,92,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
2,3,103,Optimal,10+6-7=9,1.6666666666666666666666666667,True,Answers,
2,8,150,Optimal,1*10-1=9,1.75,True,Answers,
2,7,144,Optimal,1*16-7=9,1.7142857142857142857142857143,True,Answers,
2,3,104,Optimal,10+6-7=9,1.6666666666666666666666666667,True,Answers,
2,4,116,Optimal,11+7-9=9,1.75,True,Answers,
2,6,140,Optimal,1*10-1=9,1.8333333333333333333333333333,False,Answers,
2,3,128,Optimal,6-7+10=9,1.6666666666666666666666666667,False,Answers,
2,3,102,Optimal,1*10-1=9,1.3333333333333333333333333333,True,Answers,
2,3,93,Optimal,1*10-9=1,1.3333333333333333333333333333,True,Answers,
2,3,93,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,99,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
2,3,110,Optimal,10+6-9=7,1.6666666666666666666666666667,True,Answers,
2,4,118,Optimal,1*10-1=9,1.75,False,Answers,
2,4,109,Optimal,1*16-7=9,1.75,False,Answers,
2,4,118,Optimal,60/6-1=9,1.75,True,Answers,
2,3,144,Best,60/6-1=9,2,True,Answers,
2,3,137,Best,60/6-9=1,2,True,Answers,
2,4,122,Optimal,1*10-1=9,1.75,False,Answers,
2,4,147,Optimal,1*10-9=1,1.75,False,Answers,
2,3,110,Optimal,1*16-7=9,1.6666666666666666666666666667,False,Answers,
2,6,135,Optimal,1*10-1=9,1.6666666666666666666666666667,True,Answers,
2,6,122,Optimal,1*16-7=9,1.6666666666666666666666666667,True,Answers,
2,3,99,Optimal,10+6-7=9,1.6666666666666666666666666667,True,Answers,
2,4,116,Optimal,1*10-1=9,1.75,False,Answers,
2,4,112,Optimal,1*10-9=1,1.75,False,Answers,
2,4,112,Optimal,1*16-7=9,1.75,False,Answers,
2,6,133,Optimal,1*10-1=9,1.6666666666666666666666666667,True,Answers,
2,6,122,Optimal,1*16-7=9,1.6666666666666666666666666667,True,Answers,
2,3,101,Optimal,10+6-7=9,1.6666666666666666666666666667,True,Answers,
2,3,129,Optimal,6-7+10=9,1.6666666666666666666666666667,False,Answers,
2,3,100,Optimal,1*10-1=9,1.3333333333333333333333333333,True,Answers,
2,3,97,Optimal,1*10-9=1,1.3333333333333333333333333333,True,Answers,
2,3,103,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,101,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
2,3,111,Optimal,10+6-7=9,1.6666666666666666666666666667,True,Answers,
2,3,132,Optimal,6-7+10=9,1.6666666666666666666666666667,False,Answers,
2,3,109,Optimal,1*10-1=9,1.3333333333333333333333333333,True,Answers,
2,3,101,Optimal,1*10-9=1,1.3333333333333333333333333333,True,Answers,
2,3,102,Optimal,1*16-7=9,1.3333333333333333333333333333,True,Answers,
2,3,90,Optimal,1*16-9=7,1.3333333333333333333333333333,True,Answers,
2,3,104,Optimal,10+6-9=7,1.6666666666666666666666666667,True,Answers,
2,7,151,Optimal,9+1-10=0,1.8571428571428571428571428571,False,Answers,
2,4,116,Optimal,1+17-9=9,1.75,True,Answers,
2,3,132,Best,10/1-1=9,2,True,Answers,
2,3,125,Best,10/1-9=1,2,True,Answers,
2,5,129,Optimal,7+9-10=6,1.8,False,Answers,
2,3,156,Optimal,9-17+9=1,1.3333333333333333333333333333,True,Answers,
2,3,108,Optimal,9+1-10=0,1.6666666666666666666666666667,False,Answers,
2,4,117,Optimal,1+17-9=9,1.75,True,Answers,
2,5,121,Optimal,1+9-10=0,1.8,True,Answers,
2,3,128,Best,10/1-1=9,2,True,Answers,
2,3,124,Best,10/1-9=1,2,True,Answers,
2,6,142,Optimal,1+9-10=0,1.8333333333333333333333333333,False,Answers,
2,4,156,Optimal,1-10+9=0,1.75,True,Answers,
2,4,113,Optimal,1*10-1=9,1.5,True,Answers,
2,4,114,Optimal,1*16-7=9,1.5,True,Answers,
2,4,112,Optimal,1*16-9=7,1.5,True,Answers,
2,5,246,Optimal,7-10+9=6,1.8,True,Answers,
2,3,109,Optimal,7+9-10=6,1.6666666666666666666666666667,False,Answers,
2,4,150,Optimal,1-10+9=0,1.75,True,Answers,
2,4,146,Optimal,1*10-1=9,1.5,True,Answers,
2,4,117,Optimal,1*16-7=9,1.5,True,Answers,
2,4,109,Optimal,1*16-9=7,1.5,True,Answers,
2,5,131,Optimal,106-99=7,1.8,True,Answers,
2,3,935,Optimal,11+7-9=9,1.3333333333333333333333333333,True,Answers,
2,3,409,Optimal,11+7-9=9,1.3333333333333333333333333333,True,Answers,
2,3,244,Optimal,10+6-9=7,1.6666666666666666666666666667,True,Answers,
2,3,386,Optimal,11+7-9=9,1.3333333333333333333333333333,True,Answers,
2,3,237,Optimal,10+6-9=7,1.6666666666666666666666666667,True,Answers,
2,3,280,Optimal,1-9+17=9,1.3333333333333333333333333333,True,Answers,
