Guess,Probability
+0/-+8=0,0.010946228065225994
+0/-+9=0,0.009648479377080906
+0/-01=0,0.008914969248997994
+0/-02=0,0.011002651921230434
+0/-03=0,0.01060768492918733
+0/-04=0,0.011002651921232546
+0/-05=0,0.009817750945098468
+0/-06=0,0.010889804209219707
+0/-07=0,0.010156294081138181
+0/-08=0,0.010664108785193657
+0/-09=0,0.009197088529030856
+0/-1=+0,0.009027816961010285
+0/-1=00,0.00914066467302283
+0/-10=0,0.008914969248997791
+0/-11=0,0.014388083281610212
+0/-12=0,0.019804773458216476
+0/-13=0,0.01940980646617309
+0/-14=0,0.019974045026238098
+0/-15=0,0.018619872482086196
+0/-16=0,0.01974834960221126
+0/-17=0,0.018732720194098672
+0/-18=0,0.01963550189019966
+0/-19=0,0.01754781921796556
+0/-2=+0,0.010720532641200235
+0/-2=00,0.010833380353212964
+0/-20=0,0.01066410878519408
+0/-21=0,0.019466230322180283
+0/-22=0,0.017717090785983675
+0/-23=0,0.022118151554477383
+0/-24=0,0.023415900242621624
+0/-25=0,0.02104609829035521
+0/-26=0,0.02262596625853213
+0/-27=0,0.021610336850421717
+0/-28=0,0.02234384697850253
+0/-29=0,0.020538283586300204
+0/-3=+0,0.010551261073181677
+0/-3=00,0.010664108785193988
+0/-30=0,0.010494837217175314
+0/-31=0,0.019184111042148125
+0/-32=0,0.022230999266489315
8*7-54=2,0.07431021836032077
10/4*2=5,0.061107036054842946
57-6*8=9,0.06494385826327223
8-4+1=05,0.054900411894148085
042/7=+6,0.0457033233651175
8-4+2=06,0.058285843254525654
8-4+3=07,0.057157366134400235
9*8-72=0,0.06347683800710856
10/2+4=9,0.060317102070754525
9*8-70=2,0.06325114258308262
9*8-7=65,0.07357670823223789
10/2+3=8,0.06167127461490651
9*8-67=5,0.0687242566156949
9*8-65=7,0.0690627997517319
3*8-0=24,0.06753935563956176
9*8-5=67,0.07256107882412359
3*8-15=9,0.07284319810415403
9*8-2=70,0.06550809682333607
10/2=-+5,0.030073915251370337
9*8-0=72,0.062009817750943906
042+9=51,0.060091406646727234
9*8+4=76,0.07171472098402928
8-4+5=09,0.053771934774021535
8-4+6=10,0.05958359194267185
3*8-19=5,0.07086836314393212
042-35=7,0.059019353382608164
9*8+3=75,0.0711504824239658
9*8+2=74,0.07329458895220788
8-4+05=9,0.053376967781978035
9*84=756,0.07493088077639033
10/5=-+2,0.02939682897929399
042/6=+7,0.04519550866106034
3*8/24=1,0.07126333013598107
3*8/4=+6,0.05269988150989928
3*8/4=06,0.06703154093550692
3*8/6=+4,0.05151498053376742
3*8/6=04,0.06579021610336512
57-9=+48,0.04615471421316722
10/8*4=5,0.05975286351069146
8-4+01=5,0.05315127235795355
3*8+0=24,0.06415392427918158
10/6*3=5,0.06031710207075263
3*8+1=25,0.0731253173841874
57-8*6=9,0.06336399029509507
57-8=049,0.054505444902104246
9*8+1=73,0.07007842915984698
57-8=+49,0.04570332336511745
10/5+6=8,0.0595271680866634
5*4/10=2,0.06099418834282664
10/5+4=6,0.05856796253455824
5*4/2=10,0.06223551317496849
10/5+2=4,0.060824916774811534
5*4/20=1,0.059188624950626136
10/5*4=8,0.06014783050273363
10/5*3=6,0.059583591942672376
10/5*2=4,0.0606556452067913
8-4+02=6,0.05715736613440074
8-4+03=7,0.05557749816622303
57-6*9=3,0.0666365739434618
3*8+5=29,0.07391525136827728
10/5+7=9,0.056649551430344905
9*8+0=72,0.05721378999040564
5*4-12=8,0.0761157817525247
042-37=5,0.05868081024657096
1*06+3=9,0.05687524685436859
1*06-2=4,0.06471816283924829
1*06/2=3,0.06206624160694807
1*06-4=2,0.06415392427918448
1*06/3=2,0.06268690402301619
50-3=+47,0.04784742989335712
1*06+2=8,0.06161485075889961
4*2-+8=0,0.04903233086948825
+9*1-2=7,0.03831179822828895
7-63/9=0,0.05168425210178932
+9*02=18,0.04051232861253614
+9*04=36,0.04068160018055591
+9*08=72,0.04011736162049192
+9*07=63,0.03989166619646676
+9*03=27,0.04045590475653
+9*06=54,0.04034305704451751
1*05+3=8,0.058567962534560584
50-32=18,0.09039101732211947
50-2=+48,0.050781470405687125
1*05+2=7,0.05580319359024682
50-18=32,0.08756982452180509
50-16=34,0.08819048693787239
+9*1-3=6,0.039835242340458515
1*05-3=2,0.06059922135078448
+9*2=018,0.03684477797212625
1*05-2=3,0.06093776448682089
1*05+4=9,0.05608531287028265
+9*3=027,0.036901201828132786
+9*1-5=4,0.03786040738023878
+9*1-4=5,0.0387631890763378
+9*1-7=2,0.03859391750832082
+9*2/6=3,0.04260001128476879
1*09-2=7,0.056254584438300524
50-49=+1,0.05574676973424275
50-48=+2,0.06279975173503179
1*09-4=5,0.05693167071037766
+9*1-6=3,0.03955312306042898
50-42=+8,0.06471816283924656
1*09-5=4,0.05614173672628619
50-43=+7,0.06161485075890052
87+05=92,0.060937764486822824
1*09-3=6,0.05828584325452949
+9*2/3=6,0.04406703154093337
87+06=93,0.060486373638772975
87+04=91,0.05952716808666481
1*09-6=3,0.05721378999040754
50-6*7=8,0.06189697003893205
1*09-7=2,0.05569034587823799
50-41=+9,0.05907577723861589
50-34=16,0.09078598431416311
1*08/4=2,0.06511312983129036
1*07+2=9,0.055690345878232864
50-6*8=2,0.06426677199119761
50-38=12,0.0883597585058914
1*07-5=2,0.05873723410257831
1*07-2=5,0.05930147266263976
50-47=+3,0.06042994978276696
1*08/2=4,0.0656209445353472
30-9=+21,0.04355921683687734
1*07-3=4,0.06026067821474782
50-7=+43,0.04508266094904552
87+6=093,0.0539976301980465
1*08-2=6,0.06296902330305233
1*07-4=3,0.0594707442306588
87+5=092,0.05631100829430543
50-12=38,0.08971393105004412
7-8/+2=3,0.04355921683687754
1*08-3=5,0.060881340630816454
50-+3=47,0.06635445466343075
50-14=36,0.0889804209219608
7-8/+4=5,0.04327709755684734
1*08-6=2,0.06268690402301963
50-36=14,0.08988320261806272
50-1=+49,0.045026237093040336
87/029=3,0.058511538678553514
1*08-5=3,0.059583591942671967
87+4=091,0.05281272922191409
31+56=87,0.08435366472944361
+9*4=036,0.037578288100208454
7-8/02=3,0.051909947525812725
31-+5=26,0.06658015008745517
31+48=79,0.0823788297692235
31-+7=24,0.06748293178355513
31-+6=25,0.06714438864751897
87/29=+3,0.05828584325452555
50-+43=7,0.06528240139931066
31+45=76,0.08136320036110896
7-8/04=5,0.050555774981660764
50-+2=48,0.07002200530384176
87/03=29,0.06133273147886842
50-+42=8,0.07052982000789737
87/+3=29,0.06488743440726569
31-+4=27,0.06810359419962542
50-+41=9,0.06229193703097617
31+49=80,0.07289962196016336
87/+29=3,0.06009140664672811
50-+47=3,0.06415392427918387
30-7*4=2,0.06533882525531698
31-+24=7,0.0681035941996277
7-8/4=+5,0.04310782598882805
31-+27=4,0.06674942165547497
31+67=98,0.0802911470969903
31-+26=5,0.06612875923940496
7-8/2=03,0.05557749816622288
87/3=+29,0.048750211589458255
50-+1=49,0.06342041415110186
31-+25=6,0.0667494216554745
1*03+5=8,0.05896292952660376
87/29=03,0.06251763245499893
7-8/2=+3,0.044631270100997336
7-8/4=05,0.05450544490210241
31+64=95,0.07842915984878243
1*03+2=5,0.058229419398519465
1*04+5=9,0.05681882299836253
1*03+4=7,0.05664955143034167
31+-26=5,0.06426677199119668
1*03+6=9,0.05687524685436731
31+-4=27,0.06618518309540969
31+-24=7,0.0656209445353489
31+-27=4,0.0650567059752848
1*04+3=7,0.05664955143034431
87*3=261,0.06629803080742275
31+-5=26,0.06483101055125957
31+-25=6,0.06466173898324058
+9*8=072,0.03605484398803677
+9*6=054,0.03594199627602543
1*04+2=6,0.06127630762286205
+9*7=063,0.03509563843593072
1*02+7=9,0.05552107431021481
1*02+5=7,0.05563392202222759
31+-6=25,0.06595948767138579
50-+7=43,0.06590306381537978
31+28=59,0.0872312813857678
50-+48=2,0.06697511707950131
31+27=58,0.08661061896969295
50-+49=1,0.059640015798680154
31+-7=24,0.06641087851943524
1*02+4=6,0.06054279749478118
31+26=57,0.0873441290977808
50-+9=41,0.060260678214748876
1*02+6=8,0.06065564520679097
31+29=60,0.07701856344862361
50-+8=42,0.06838571347965905
1*02+3=5,0.058455114822543806
7-5+8=10,0.05664955143034364
30*1/5=6,0.06065564520679228
1*27/3=9,0.07521300005641898
50-8*6=2,0.06336399029509357
31-024=7,0.07329458895220643
87/3=029,0.054223325622071085
1*27/9=3,0.07239180725610388
50-7*6=8,0.06184054618292433
30+-21=9,0.0627997517350347
51+42=93,0.07950121311290154
1*28/7=4,0.0749308807763921
1*28/4=7,0.07549511933645195
30+-24=6,0.06832928962365199
51+36=87,0.08424081701743281
30+-1=29,0.06330756643909066
30+-26=4,0.06810359419962425
51+29=80,0.07374597980025835
30+-4=26,0.06996558144783253
1*24/8=3,0.07464876149635832
51+46=97,0.08085538565705049
1*2+5=07,0.056762399142356375
7-5+4=06,0.05427974947807767
1*2+6=08,0.060768492918805005
7-5+6=08,0.054561868758109505
30+-9=21,0.061896970038933255
30*1/6=5,0.06071206906279933
1*20/4=5,0.06217908931896253
1*2+7=09,0.0564802798623253
30+-29=1,0.060768492918805685
1*20/5=4,0.06155842690289179
51+23=74,0.08514359871353334
7-54/9=1,0.056705975286349936
51-+3=48,0.06883710432770784
51-+43=8,0.06894995203971999
1*3+02=5,0.05941432037465274
1*24/3=8,0.07639790103255709
51+47=98,0.08170174349714804
30+-6=24,0.070924786999941
1*3+04=7,0.05755233312644454
+87/29=3,0.05219206680584444
7-5+01=3,0.05354623934999522
51+28=79,0.08525644642554527
30/6+4=9,0.06144557919088212
7-5+02=4,0.05608531287028052
+87/3=29,0.05512610731817286
30/6+2=7,0.06263048016701236
51-+42=9,0.06934491903176569
7-5+04=6,0.053489815493989554
1*32/4=8,0.07594651018450622
30/6-4=1,0.057778028550469006
1*30/5=6,0.05975286351069248
+86/43=2,0.056536703718330444
51-+2=49,0.0686114089036837
51-+48=3,0.0661851830954113
30/6*1=5,0.06082491677481311
1*3+2=05,0.058680810246568876
51-+49=2,0.06567736839135346
1*3+06=9,0.056085312870277716
30/5-4=2,0.05868081024657438
1*30/6=5,0.059978558934717006
+85-6=79,0.054054054054051816
1*3+05=8,0.0591886249506276
+86/2=43,0.05777802855047048
1*3+6=09,0.05642385600631737
1*3+4=07,0.05766518083845699
7-5+06=8,0.05360266320600194
1*2+06=8,0.06167127461490396
+9/1-6=3,0.036731930260113135
7-5+2=04,0.05772160469446321
30/6-1=4,0.05941432037465259
1*3+5=08,0.0585115386785532
1*2+07=9,0.05676239914235637
+85-79=6,0.05427974947807705
+9/1-5=4,0.03520848614794165
1*2+4=06,0.06065564520679216
1*2+3=05,0.05862438639056261
7-5+1=03,0.05523895503018465
+85-9=76,0.05569034587823564
+9/1-7=2,0.03537775771596201
7-6+1=02,0.05490041189414857
51/3-9=8,0.05868081024656981
+9/1-3=6,0.03701404954014498
+85-76=9,0.05416690176606633
51/3-8=9,0.05964001579867868
30-1=+29,0.04626756192518039
30-24=+6,0.06545167296732891
+9/1-4=5,0.03622411555605588
50-9=+41,0.04079444789256837
7-6+2=03,0.057552333126445476
7-6+08=9,0.05207921909383172
30-21=+9,0.061107036054844396
7-6+03=4,0.05484398803814095
7-6+02=3,0.05659312757433643
+9/1-2=7,0.03577272470800612
30-26=+4,0.06466173898323879
7-6+8=09,0.052925576933926174
30-29=+1,0.05794730011849043
30-6=+24,0.05128928510974154
7-6+04=5,0.05348981549398965
7-6+01=2,0.05264345765389633
+9/3-1=2,0.03509563843592978
504/8=63,0.07295604581616695
504/63=8,0.07476160920836838
50-8=+42,0.047057495909269
30-4=+26,0.05089431811769954
7-6+9=10,0.055690345878236895
+9/3-2=1,0.0347006714438857
+9/3*2=6,0.04169722958867178
7-6+4=05,0.05506968346216529
7-6+3=04,0.05738306155842693
30-+9=21,0.06285617559104116
51+-9=42,0.06691869322349361
+9/6*2=3,0.04209219658071381
7-6/+2=4,0.04654968120521399
30-4*7=2,0.06624160695141723
1*2+04=6,0.06065564520679188
87-64=23,0.0886418777859245
87-23=64,0.09101167973819073
1*2+05=7,0.05738306155842385
7-6/02=4,0.05433617333408409
51+-48=3,0.06624160695141629
87-63=24,0.08937538791400712
51+-8=43,0.06759577949556823
7-6/+3=5,0.04333352141285228
30-+1=29,0.06488743440726838
30-+29=1,0.06161485075889886
1*2+03=5,0.05918862495062698
7-56/8=0,0.05168425210178863
7-6/03=5,0.05016080798961636
1-4+5=02,0.05309484850194422
7-9+03=1,0.052925576933926896
7-9/3=+4,0.045759747221124136
7-9+10=8,0.0529820007899326
7-8+6=05,0.055690345878236375
7-9+5=03,0.05760875698245047
7-9+04=2,0.05851153867855229
7-9/3=04,0.055295378886191716
7-9+6=04,0.0578908762624817
7-9+3=01,0.05433617333408329
7-9+05=3,0.05681882299836311
7-9/03=4,0.0514585566777642
7-9+4=02,0.05839869096654064
7-9+06=4,0.056705975286350054
7-9+08=6,0.05439259719009085
7-9/+3=4,0.044574846244990966
50+-9=41,0.06071206906279888
50+-2=48,0.07007842915984713
50+-8=42,0.06979630987981632
50+-1=49,0.06234836088698186
50+-42=8,0.06973988602380918
31-027=4,0.07177114484003701
50+-49=1,0.05964001579867953
50+-48=2,0.06753935563956555
50+-3=47,0.06629803080742398
31-025=6,0.07250465496811799
50+-47=3,0.06460531512723433
31-026=5,0.07239180725610625
50+-43=7,0.06460531512723477
31-04=27,0.07216611183207762
7-8+5=04,0.057157366134401755
7-9+8=06,0.05518253117418027
50+-41=9,0.06082491677481128
51+-49=2,0.06539524911132098
51+-3=48,0.06827286576764353
51+-42=9,0.06787789877560071
51+-43=8,0.0679343226316051
50+-7=43,0.06674942165547426
30/5-2=4,0.059357896518646494
7-8+2=01,0.056593127574336224
30/2-6=9,0.0594707442306602
30/5+2=8,0.062235513174969635
30/2-8=7,0.05885008181458854
30/2-7=8,0.05873723410257532
30/5*1=6,0.060147830502735034
30/5+1=7,0.05986571122270357
7-8+4=03,0.05766518083845598
31-05=26,0.0728996219601618
30/15=+2,0.056198160582292676
51+-2=49,0.06737008407154411
87-51=36,0.08999605033007559
30-+4=26,0.07109405856795813
7-8+10=9,0.05258703379788806
87-56=31,0.08790836765784207
30/2=+15,0.04863736387744737
87-24=63,0.09033459346611508
7-8+03=2,0.056875246854368934
7-8+3=02,0.05800372397449553
7-8+06=5,0.05501325960616062
7-8+05=4,0.05585961744625635
7-8+02=1,0.05495683575015271
7-8+04=3,0.05648027986232393
30/2-9=6,0.05901935338260842
7-6/3=05,0.05320769621395785
30-+26=4,0.0688371043277069
30-+6=24,0.07137617784799195
1*-6+8=2,0.05049935112565557
1*-6+9=3,0.04987868870958469
1*-5+8=3,0.049032330869491804
31-06=25,0.07397167522428129
87-31=56,0.09140664673023254
30-+21=9,0.06454889127123012
7-6/3=+5,0.042938554420807684
1*-5+9=4,0.04807312531738396
316/4=79,0.07927551768887794
1*-5+7=2,0.04779100603734964
70/+14=5,0.05862438639056467
30-+24=6,0.07002200530384091
5-9/03=2,0.05224849066184913
87-36=51,0.08920611634598696
1*-2+5=3,0.047847429893355706
1*-2+6=4,0.05117643739773043
1*-7+9=2,0.047057495909270226
5-9/3=02,0.05563392202223029
1*-2+7=5,0.04858094002144059
70+-69=1,0.05924504880663456
5-9+07=3,0.05653670371833226
1*-4+6=2,0.050104384133609084
70+-68=2,0.06753935563956324
5-9/3=+2,0.04530835637307334
1*-4+9=5,0.048975907013482756
5-9+06=2,0.05727021384641192
5-9+08=4,0.05501325960615915
70+-1=69,0.061558426902892725
5-9+10=6,0.05574676973424151
70+-2=68,0.06934491903176512
1*-4+7=3,0.04891948315747554
31-4*6=7,0.06787789877560019
1*-3+9=6,0.05010438413360951
31-4=027,0.06268690402301895
31-4=+27,0.05038650341364227
1*-2+8=6,0.05224849066184949
1*-3+5=2,0.04711391976527502
31-07=24,0.07216611183207902
316/79=4,0.07560796704846977
1*-3+8=5,0.04954014557354907
5-9+12=8,0.06285617559103876
1*-3+7=4,0.04891948315747699
70+-62=8,0.06832928962365308
5-9+7=03,0.05789087626248215
70+-61=9,0.06054279749477996
1*-2+9=7,0.04976584099757546
31-27=+4,0.061163459910846714
31-25=+6,0.06099418834283057
31-5=+26,0.04914517858150488
31-27=04,0.07622862946453295
70/2=+35,0.047226767477287566
31-24=+7,0.06246120859899304
70/+35=2,0.058850081814590414
31-25=06,0.07498730463239661
31-26=+5,0.06121988376685677
5-9+8=04,0.05557749816622439
70/+2=35,0.06150200304688799
31-24=07,0.07662359645657693
70/14=+5,0.055351802742196844
31-26=05,0.07577723861648412
70/+5=14,0.05777802855046909
5-9+6=02,0.058003723974495144
312/4=78,0.07995260396095329
31-5=026,0.063025447159057
310/5=62,0.06432319584720121
312/78=4,0.07662359645658208
31-7=+24,0.048975907013482506
31-6=025,0.06274332787902615
31-6*4=7,0.0670315409355073
70/35=+2,0.054900411894147474
5-9/+3=2,0.04530835637307454
70/5=+14,0.045816171077130395
7-6/2=04,0.0573830615584246
31-7=024,0.061163459910848254
310/62=5,0.06573379224735847
70/5-6=8,0.05535180274219884
70/5-8=6,0.05450544490210347
31-6=+25,0.048919483157477045
1*4+5=09,0.05676239914235721
30/+2=15,0.06217908931896327
7-40/8=2,0.054956835750156016
1*4+3=07,0.0586808102465703
+80-6=74,0.0495401455735476
+80-79=1,0.04186650115668906
512/8=64,0.08017829938497772
+80-74=6,0.04920160243751095
+80-4=76,0.04970941714156596
+80-76=4,0.04920160243751007
+81/27=3,0.051966371381819025
512/64=8,0.0789933984088445
+80-9=71,0.04322067370084129
+81/3=27,0.05219206680584571
7-42/6=0,0.056311008294306845
+80-71=9,0.04417987925294724
1*4+2=06,0.06184054618292382
51-9=+42,0.046098290357163306
51-8=043,0.05794730011848961
+80-1=79,0.04322067370084081
1*4+05=9,0.05777802855046857
+81-75=6,0.053038424645939414
51-9=042,0.0582858432545255
51-8*6=3,0.06595948767138765
+81-2=79,0.05185352366980548
+81-6=75,0.05275630536590799
+81-72=9,0.05416690176606495
1*4+03=7,0.0581165716865064
+81-79=2,0.05258703379788724
+81-76=5,0.05236133837386284
51-8=+43,0.045929018789143565
+81-5=76,0.052474186085877096
7-45/9=2,0.058511538678552355
1*4+02=6,0.06172769847091045
1*5+03=8,0.059188624950627725
1*5+4=09,0.056423856006318364
1*5+-2=3,0.049822264853575736
7-4+2=05,0.05738306155842584
1*5+02=7,0.0565931275743356
7-4+05=8,0.05529537888619149
1*5+04=9,0.05715736613439908
1*5+-3=2,0.04970941714156618
7-4+3=06,0.056988094566381195
7-4+06=9,0.05529537888619231
3-7+9=05,0.05698809456638231
1*40/5=8,0.06184054618292622
+81-9=72,0.053376967781976016
1*5+2=07,0.05715736613439941
1*5-+3=2,0.0476217344693304
1*42/7=6,0.07622862946453811
1*5-+2=3,0.04767815832533589
7-4+6=09,0.055803193590248094
7-4+5=08,0.05642385600631869
1*42/6=7,0.07560796704846683
3-7+8=04,0.05670597528634985
3-7+09=5,0.05540822659820392
3-7+6=02,0.05783445240647528
+8-9/3=5,0.03944027534841377
1*5+3=08,0.059527168086667914
3-7+12=8,0.062235513174968865
3-7+5=01,0.05326412006996626
1*40/8=5,0.06020425435874103
+80/5=16,0.04423630310895227
7-4+03=6,0.05523895503018467
+80/16=5,0.043784912260903336
3-9+12=6,0.06426677199119449
3-7+08=4,0.05648027986232571
51-2=+49,0.04959656942955426
3-7+10=6,0.054618292614115674
7-5/+1=2,0.03977881848445615
51-7*6=9,0.06759577949556966
3-9+14=8,0.06257405631100586
3-9+10=4,0.05642385600631709
51-2=049,0.0628561755910385
7-6/2=+4,0.04745246290131496
3-7+05=1,0.052869153077919916
7-4+9=12,0.06652372623144939
3-9+08=2,0.056988094566381806
3-9+07=1,0.052022795237825076
51-3=+48,0.0507814704056864
3-7+06=2,0.0563110082943049
51-+9=42,0.06697511707950055
+84-5=79,0.05597246515826901
+84/7=12,0.05546465045421102
51-42=+9,0.06347683800710864
+83-74=9,0.054561868758110664
+84/12=7,0.05721378999040663
51-03=48,0.07493088077638893
51-02=49,0.07447948992833976
51-09=42,0.07295604581616975
30/+15=2,0.06138915533487451
+83-4=79,0.05484398803814103
51-+8=43,0.06686226936748632
+83-79=4,0.054336173334085434
+83-9=74,0.056367432150311154
51-3=048,0.06449246741522094
+84-75=9,0.05585961744625643
1*36/4=9,0.07622862946453594
3-9+8=02,0.05760875698245214
51-042=9,0.07391525136827631
51-08=43,0.07295604581616705
3-9+7=01,0.05247418608587754
1*36/9=4,0.07335101280820958
+84-79=5,0.054731140326128906
3-8+07=2,0.05585961744625457
3-8/+4=1,0.04254358742876639
51-42=09,0.07763922586469392
51-049=2,0.07131975399198509
51-43=08,0.07814704056874812
51-048=3,0.07227895954409254
51-043=8,0.07397167522428205
+84-9=75,0.05715736613440061
51-6*7=9,0.06770862720758179
+82-3=79,0.05546465045421098
3-8+09=4,0.05371551091801381
3-8+06=1,0.05416690176606398
3-8/04=1,0.05247418608587682
3-8/4=01,0.05540822659820244
51-48=+3,0.061107036054842245
7-5/01=2,0.04863736387744626
51-6*8=3,0.06737008407154414
7-5*+1=2,0.046888224341251644
7-5/1=+2,0.04197934886870156
3-8/4=+1,0.0434463691248653
51-43=+8,0.06325114258308155
7-5/1=02,0.05348981549398872
51-49=02,0.0756079670484652
51-48=03,0.0756643909044695
3-8+14=9,0.06291259944704591
+82-73=9,0.056762399142355396
7-5*01=2,0.05405405405405222
3-8+9=04,0.055295378886191515
+82-9=73,0.05687524685436857
70+-9=61,0.06127630762286116
51-49=+2,0.06144557919088193
1*32/8=4,0.07363313208824632
70+-8=62,0.06923207131975338
3-8+12=7,0.06302544715905765
7-5*1=+2,0.048073125317384904
3-8+10=5,0.056875246854370225
+82-79=3,0.05501325960615983
3-8+6=01,0.0549004118941466
3-8+7=02,0.05789087626248068
86-37=49,0.08869830164193034
+91-5=86,0.05089431811769999
1*+9-7=2,0.04829882074140656
7-5*1=02,0.05975286351069019
1/6*30=5,0.05326412006996318
86-32=54,0.09185803757828474
86-34=52,0.09078598431416435
86-27=59,0.0891496924899817
+91-6=85,0.0507250465496807
5-6+03=2,0.05676239914235643
86-29=57,0.08960108333803106
32+65=97,0.08170174349714918
86-39=47,0.08914969248998028
5-6+02=1,0.05286915307792069
1/5*40=8,0.05258703379788965
+91-4=87,0.0517406759577928
1/5*20=4,0.05326412006996433
1/6*42=7,0.06522597754330112
+91-7=84,0.05236133837386272
86-12=74,0.09010889804208812
1/5*30=6,0.05269988150990117
1/4*28=7,0.062404784742987746
+91-87=4,0.05264345765389484
+91-85=6,0.05269988150990224
86-14=72,0.09056028889013854
1/4*20=5,0.05326412006996562
+91-86=5,0.052530609941881176
1/4*32=8,0.06483101055125903
1/4*8=02,0.05461829261411678
1/4*8=+2,0.04457484624499259
1/4*08=2,0.053151272357950745
86-54=32,0.0896575071940388
+90/6=15,0.04102014331659227
32+9=041,0.0551825311741813
1/4*36=9,0.06477458669525556
+91-84=7,0.05303842464593779
86-59=27,0.08694916210573468
1/4*+8=2,0.046098290357163875
5-6+8=07,0.054561868758110046
86-57=29,0.08615922812164804
+90/18=5,0.04056875246854209
32+54=86,0.08384585002538766
+90/2=45,0.04378491226090351
+90/5=18,0.04107656717259838
5-6+4=03,0.05653670371833021
+90/45=2,0.042261468148734244
86-52=34,0.08999605033007659
+90-87=3,0.045251932517068744
5-4+9=10,0.056085312870281845
1/7*42=6,0.06381538114314353
+90-83=7,0.04553405179709916
32+57=89,0.08311233989730638
+90/15=6,0.04254358742876439
5-6+04=3,0.055690345878235174
